Время,X,Y,Z,Курс,Целевой_курс,Расстояние,Мощность_0,Мощность_1,Мощность_2,Мощность_3,Номер_точки
65.43,4.004,0.577,2.008,90.29,90.0,0.072,0.358,0.4,0.127,0.106,3
66.44,3.989,0.642,1.97,90.54,90.0,0.051,0.37,0.333,0.152,0.098,3
67.45,4.014,0.72,2.003,90.23,90.0,0.071,0.403,0.377,0.161,0.131,3
68.45,3.991,0.783,1.99,88.08,90.0,0.149,0.33,0.407,0.132,0.116,3
69.46,3.986,0.867,2.011,90.72,90.0,0.129,0.327,0.309,0.119,0.144,3
70.47,4.023,0.917,2.055,89.23,90.0,0.077,0.338,0.398,0.101,0.114,3
71.47,3.998,0.979,2.071,88.55,90.0,0.075,0.333,0.361,0.118,0.105,3
72.48,3.987,1.025,2.031,91.58,90.0,0.105,0.262,0.398,0.124,0.111,3
73.49,4.021,1.086,1.999,89.65,90.0,0.17,0.379,0.338,0.122,0.151,3
74.49,3.996,1.154,2.025,90.37,90.0,0.113,0.401,0.325,0.131,0.147,3
75.5,4.012,1.19,2.007,91.1,90.0,0.073,0.318,0.404,0.132,0.121,3
76.51,3.991,1.297,1.982,91.98,90.0,0.152,0.309,0.369,0.112,0.137,3
77.51,3.997,1.334,1.998,87.83,90.0,0.053,0.344,0.355,0.104,0.092,3
78.52,3.981,1.392,1.993,89.12,90.0,0.166,0.316,0.308,0.116,0.141,3
79.53,3.979,1.462,1.982,90.84,90.0,0.071,0.382,0.405,0.13,0.124,3
80.53,3.989,1.54,2.042,89.21,90.0,0.072,0.324,0.34,0.153,0.116,3
81.54,3.999,1.607,1.984,86.08,90.0,0.057,0.375,0.344,0.09,0.118,3
82.55,4.009,1.651,1.985,90.2,90.0,0.092,0.298,0.326,0.142,0.122,3
83.55,4.027,1.723,2.021,90.29,90.0,0.112,0.291,0.353,0.116,0.109,3
84.56,3.988,1.781,1.979,90.98,90.0,0.095,0.285,0.376,0.142,0.11,3
85.57,4.011,1.833,1.966,90.3,90.0,0.055,0.291,0.35,0.157,0.094,3
86.57,3.993,1.909,1.975,89.49,90.0,0.065,0.368,0.349,0.131,0.146,3
87.58,3.998,1.97,2.015,90.28,90.0,0.082,0.385,0.331,0.099,0.1,3
88.59,3.983,2.015,2.012,89.98,90.0,0.136,0.356,0.411,0.113,0.114,3
89.59,3.983,2.108,2.009,89.41,90.0,0.078,0.359,0.417,0.128,0.136,3
90.6,3.991,2.141,1.986,90.33,90.0,0.09,0.258,0.341,0.115,0.139,3
91.61,3.987,2.224,1.973,90.45,90.0,0.07,0.396,0.318,0.12,0.143,3
92.61,4.0,2.272,2.028,88.8,90.0,0.118,0.299,0.363,0.106,0.105,3
93.62,3.992,2.338,1.957,91.26,90.0,0.158,0.404,0.289,0.117,0.108,3
94.63,4.014,2.402,1.994,91.02,90.0,0.085,0.45,0.362,0.109,0.114,3
95.63,4.002,2.48,1.961,90.97,90.0,0.108,0.353,0.363,0.137,0.081,3
96.64,4.002,2.521,1.988,86.7,90.0,0.071,0.376,0.359,0.127,0.132,3
97.65,4.013,2.596,1.996,90.16,90.0,0.138,0.376,0.415,0.135,0.085,3
98.65,4.006,2.679,2.037,89.87,90.0,0.115,0.296,0.424,0.09,0.113,3
99.66,4.0,2.716,1.914,88.81,90.0,0.161,0.303,0.37,0.112,0.132,3
100.67,3.999,2.786,2.041,90.72,90.0,0.06,0.321,0.338,0.107,0.131,3
101.67,3.999,2.857,1.974,88.2,90.0,0.079,0.356,0.393,0.113,0.107,3
102.68,4.012,2.906,2.009,91.51,90.0,0.06,0.385,0.397,0.104,0.132,3
103.69,4.009,2.981,2.025,90.49,90.0,0.089,0.355,0.305,0.107,0.135,3
104.69,4.004,3.031,1.978,89.41,90.0,0.09,0.396,0.323,0.151,0.083,3
105.7,4.009,3.109,1.998,91.74,90.0,0.158,0.329,0.342,0.116,0.11,3
106.71,3.994,3.165,2.015,90.58,90.0,0.098,0.292,0.287,0.097,0.127,3
107.71,4.006,3.216,1.997,90.42,90.0,0.148,0.351,0.308,0.115,0.123,3
108.72,3.984,3.306,1.979,88.44,90.0,0.082,0.348,0.416,0.164,0.111,3
109.73,4.015,3.352,2.006,90.87,90.21,0.074,0.291,0.302,0.134,0.113,3
110.73,3.997,3.42,2.004,100.66,98.94,0.109,0.392,0.385,0.103,0.158,3
111.74,3.981,3.493,1.956,111.26,109.91,0.079,0.311,0.32,0.116,0.108,3
112.75,3.957,3.543,2.042,129.36,130.9,0.119,0.32,0.391,0.119,0.135,3
113.75,3.909,3.563,2.008,153.22,151.53,0.052,0.359,0.365,0.121,0.092,3
114.76,3.854,3.597,1.928,148.47,146.52,0.096,0.306,0.388,0.085,0.125,3
115.77,3.817,3.644,1.976,147.34,146.31,0.089,0.376,0.297,0.103,0.134,3
116.78,3.751,3.652,2.053,145.85,146.31,0.05,0.366,0.364,0.117,0.107,3
117.78,3.685,3.699,2.049,144.5,146.31,0.104,0.369,0.33,0.088,0.104,3
118.79,3.646,3.753,2.009,145.22,146.31,0.074,0.35,0.382,0.117,0.15,3
119.8,3.568,3.777,1.95,145.61,146.31,0.158,0.331,0.38,0.122,0.112,3
120.8,3.552,3.816,1.994,146.64,146.31,0.075,0.319,0.359,0.135,0.135,3
121.81,3.478,3.865,2.033,146.97,146.31,0.082,0.363,0.347,0.141,0.089,3
122.82,3.427,3.887,2.013,145.41,146.31,0.066,0.407,0.352,0.117,0.148,3
123.82,3.398,3.924,1.991,144.32,146.31,0.09,0.383,0.362,0.125,0.079,3
124.83,3.342,3.954,1.979,145.8,146.31,0.066,0.366,0.332,0.134,0.099,3
125.84,3.266,4.01,2.026,144.69,146.31,0.059,0.392,0.335,0.14,0.106,3
126.84,3.218,4.038,1.995,147.9,146.31,0.083,0.406,0.327,0.122,0.116,3
127.85,3.169,4.054,2.011,144.8,146.31,0.088,0.299,0.311,0.106,0.121,3
128.86,3.122,4.105,2.016,146.86,146.31,0.051,0.349,0.393,0.132,0.148,3
129.86,3.047,4.121,2.05,147.28,146.31,0.07,0.401,0.3,0.137,0.157,3
130.87,2.996,4.182,2.007,145.09,146.31,0.089,0.324,0.403,0.123,0.153,3
131.88,2.955,4.214,2.009,147.49,146.31,0.08,0.332,0.38,0.132,0.134,3
132.88,2.89,4.24,1.948,146.1,146.31,0.177,0.377,0.285,0.151,0.122,3
133.89,2.842,4.273,2.035,145.31,146.31,0.091,0.342,0.28,0.111,0.079,3
134.9,2.786,4.294,2.028,145.12,146.31,0.077,0.401,0.353,0.107,0.117,3
135.9,2.713,4.358,2.001,146.39,146.31,0.179,0.339,0.31,0.1,0.108,3
136.91,2.662,4.384,1.933,147.56,146.31,0.121,0.376,0.357,0.127,0.13,3
137.92,2.588,4.418,1.984,143.96,146.31,0.052,0.455,0.389,0.139,0.1,3
138.92,2.561,4.466,2.004,147.0,146.31,0.069,0.399,0.366,0.111,0.103,3
139.93,2.525,4.486,2.064,146.07,146.31,0.132,0.296,0.343,0.155,0.105,3
140.94,2.444,4.523,2.019,145.34,146.31,0.062,0.309,0.345,0.11,0.131,3
141.94,2.416,4.557,2.025,146.12,146.31,0.051,0.31,0.41,0.126,0.122,3
142.95,2.36,4.586,2.026,146.24,146.31,0.126,0.35,0.338,0.119,0.099,3
143.96,2.294,4.664,2.041,146.18,146.31,0.17,0.294,0.42,0.147,0.086,3
144.96,2.24,4.671,1.967,147.23,146.31,0.055,0.375,0.432,0.109,0.108,3
145.97,2.188,4.705,1.976,145.16,146.31,0.124,0.422,0.338,0.152,0.107,3
146.98,2.123,4.755,1.966,148.64,146.31,0.083,0.416,0.364,0.117,0.108,3
147.98,2.076,4.745,1.993,147.34,146.31,0.066,0.32,0.42,0.095,0.12,3
148.99,2.024,4.816,1.99,145.54,146.31,0.076,0.34,0.325,0.11,0.132,3
150.0,1.978,4.853,2.004,143.93,146.31,0.067,0.339,0.37,0.118,0.134,3
151.0,1.926,4.878,1.97,146.23,146.31,0.127,0.317,0.394,0.153,0.106,3
152.01,1.855,4.93,2.004,145.77,146.31,0.084,0.421,0.312,0.112,0.104,3
153.02,1.819,4.937,1.975,147.16,146.31,0.127,0.323,0.368,0.121,0.147,3
154.02,1.747,4.996,2.065,147.14,146.31,0.055,0.305,0.358,0.16,0.114,3
155.03,1.7,5.042,1.985,148.59,146.31,0.103,0.366,0.333,0.124,0.133,3
156.04,1.652,5.043,2.078,146.12,146.31,0.123,0.365,0.414,0.109,0.123,3
157.04,1.594,5.087,2.05,147.23,146.31,0.076,0.414,0.348,0.107,0.126,3
158.05,1.539,5.138,1.965,145.77,146.31,0.064,0.414,0.443,0.091,0.149,3
159.06,1.489,5.175,2.03,145.83,146.31,0.082,0.343,0.382,0.127,0.115,3
160.06,1.426,5.204,2.019,148.14,146.31,0.175,0.265,0.326,0.144,0.14,3
161.07,1.371,5.251,1.955,146.12,146.31,0.053,0.379,0.364,0.114,0.129,3
162.08,1.322,5.285,2.019,146.16,146.31,0.073,0.384,0.324,0.1,0.117,3
163.08,1.281,5.303,1.998,145.86,146.31,0.054,0.424,0.386,0.126,0.111,3
164.09,1.216,5.353,2.011,146.69,146.31,0.114,0.286,0.38,0.121,0.11,3
165.1,1.184,5.376,1.975,147.02,146.31,0.104,0.303,0.307,0.118,0.141,3
166.1,1.111,5.402,1.999,146.15,146.31,0.083,0.414,0.338,0.129,0.138,3
167.11,1.022,5.434,2.013,144.91,146.31,0.095,0.417,0.372,0.121,0.104,3
168.12,1.033,5.485,1.995,326.71,326.31,0.097,0.403,0.356,0.113,0.127,3
169.12,1.125,5.426,1.983,325.31,326.31,0.052,0.349,0.315,0.139,0.086,3
170.13,1.216,5.376,1.996,325.87,326.31,0.051,0.403,0.397,0.085,0.121,3
171.14,1.32,5.265,1.971,326.57,326.31,0.111,0.327,0.407,0.099,0.159,3
172.14,1.424,5.205,2.011,326.61,326.31,0.119,0.299,0.295,0.115,0.097,3
173.15,1.558,5.14,1.924,323.5,326.31,0.086,0.347,0.411,0.094,0.126,3
174.16,1.664,5.062,2.046,328.37,326.31,0.116,0.354,0.273,0.149,0.108,3
175.16,1.769,4.996,2.003,327.28,326.31,0.07,0.383,0.348,0.078,0.122,3
176.17,1.875,4.919,2.015,328.66,326.31,0.09,0.394,0.327,0.133,0.1,3
177.18,1.996,4.838,2.026,329.36,326.31,0.119,0.277,0.331,0.131,0.123,3
178.18,2.098,4.746,1.963,325.17,326.31,0.064,0.361,0.36,0.126,0.076,3
179.19,2.184,4.689,2.069,325.62,326.31,0.11,0.369,0.307,0.128,0.115,3
180.2,2.316,4.646,1.967,326.6,326.31,0.09,0.297,0.349,0.109,0.114,3
181.2,2.418,4.563,2.015,327.43,326.31,0.107,0.338,0.419,0.106,0.118,3
182.21,2.524,4.497,2.011,325.68,326.31,0.057,0.351,0.371,0.147,0.158,3
183.22,2.643,4.402,2.04,325.91,326.31,0.156,0.367,0.411,0.117,0.098,3
184.22,2.744,4.334,2.0,327.59,326.31,0.083,0.314,0.387,0.092,0.107,3
185.23,2.82,4.253,1.958,325.22,326.31,0.083,0.324,0.289,0.096,0.094,3
186.24,2.98,4.195,2.01,326.54,326.31,0.084,0.304,0.422,0.09,0.129,3
187.24,3.083,4.118,1.927,327.6,326.31,0.074,0.363,0.386,0.125,0.12,3
188.25,3.179,4.05,1.995,325.96,326.31,0.136,0.335,0.378,0.142,0.097,3
189.26,3.285,3.992,1.987,327.22,326.31,0.06,0.325,0.338,0.114,0.137,3
190.26,3.401,3.89,2.048,326.13,326.31,0.095,0.375,0.332,0.122,0.125,3
191.27,3.493,3.835,1.992,324.35,326.31,0.109,0.342,0.312,0.11,0.147,3
192.28,3.62,3.738,1.987,325.6,326.31,0.051,0.299,0.347,0.137,0.134,3
193.28,3.723,3.694,1.978,326.01,326.31,0.069,0.395,0.357,0.137,0.121,3
194.29,3.831,3.604,1.975,325.84,326.31,0.052,0.388,0.347,0.138,0.104,3
195.3,3.934,3.535,1.984,326.28,326.31,0.095,0.367,0.347,0.154,0.078,3
196.3,4.046,3.465,2.018,326.72,326.31,0.128,0.306,0.277,0.096,0.108,3
197.31,4.175,3.409,1.961,326.58,326.31,0.094,0.394,0.323,0.135,0.141,3
198.32,4.287,3.317,1.994,326.45,326.31,0.128,0.324,0.322,0.09,0.115,3
199.32,4.386,3.239,1.956,325.7,326.31,0.073,0.272,0.364,0.134,0.103,3
200.33,4.489,3.159,1.995,325.95,326.31,0.059,0.343,0.335,0.136,0.124,3
201.34,4.589,3.102,2.005,325.76,326.31,0.056,0.422,0.335,0.134,0.133,3
202.34,4.716,3.017,1.963,325.5,326.31,0.065,0.33,0.356,0.136,0.172,3
203.35,4.835,2.948,1.983,327.86,326.31,0.071,0.372,0.334,0.118,0.1,3
204.36,4.908,2.881,2.003,323.9,326.31,0.158,0.404,0.341,0.109,0.112,3
205.36,5.049,2.816,2.023,326.47,326.31,0.084,0.356,0.395,0.135,0.097,3
206.37,5.12,2.727,2.029,324.21,326.31,0.141,0.336,0.346,0.109,0.105,3
207.38,5.25,2.67,1.997,325.45,326.31,0.086,0.349,0.317,0.134,0.136,3
208.38,5.367,2.61,1.97,327.14,326.31,0.141,0.372,0.375,0.105,0.117,3
209.39,5.457,2.5,1.951,325.82,326.31,0.09,0.328,0.383,0.127,0.091,3
210.4,5.564,2.46,2.023,327.85,326.31,0.057,0.363,0.377,0.127,0.144,3
211.4,5.692,2.396,2.042,325.01,326.31,0.253,0.371,0.301,0.105,0.152,3
212.41,5.809,2.292,2.011,325.79,326.31,0.087,0.333,0.389,0.115,0.134,3
213.42,5.903,2.233,2.047,325.37,326.31,0.123,0.378,0.354,0.139,0.1,3
214.42,6.033,2.138,1.986,326.14,326.31,0.109,0.371,0.357,0.122,0.098,3
215.43,6.118,2.085,1.988,325.74,326.31,0.154,0.335,0.356,0.131,0.143,3
216.44,6.256,2.004,2.047,325.66,326.31,0.103,0.341,0.37,0.111,0.099,3
217.44,6.347,1.939,1.97,326.21,326.31,0.056,0.353,0.371,0.123,0.108,3
218.45,6.457,1.852,2.018,327.44,326.31,0.053,0.342,0.41,0.093,0.09,3
219.46,6.57,1.78,2.012,326.28,326.31,0.133,0.34,0.362,0.106,0.155,3
220.46,6.676,1.712,2.005,326.15,326.31,0.104,0.307,0.349,0.145,0.105,3
221.47,6.802,1.636,2.052,325.73,326.31,0.091,0.353,0.377,0.132,0.115,3
222.48,6.916,1.564,1.974,325.22,326.31,0.08,0.378,0.348,0.121,0.104,3
223.48,6.981,1.513,1.987,324.32,326.31,0.096,0.374,0.395,0.124,0.105,3
